strength,attention,meditation,deltha,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,high_gamma
51,0,0,254578,403955,25534,54397,82549,188582,333401,120806
51,0,0,950549,675506,135943,294797,177322,1310958,427570,155079
51,0,0,2373815,143963,68618,53424,33906,133219,220033,60414
51,0,0,873840,128085,72414,39881,49332,268186,400687,129000
51,0,0,1336169,305719,230495,90462,37419,527107,148927,68580
80,0,0,991643,142528,18449,22044,77719,194597,213041,59376
51,0,0,340125,173966,90453,39415,24078,313382,290705,59804
51,0,0,846911,89581,48637,25538,50809,425251,170067,130448
80,0,0,342150,121576,52675,35501,76261,348947,242332,54791
51,0,0,394196,77544,7762,21586,17861,160064,203405,32065
51,0,0,304546,452293,97663,33563,36491,143326,224038,29853
51,0,0,2096510,1681529,188935,23139,323260,1036851,1674694,114440
80,0,0,194610,542912,38516,58472,64450,217018,447286,51194
51,0,0,656665,181401,30630,56397,35522,111197,348695,38818
51,0,0,744044,210674,61600,29336,10883,203918,261059,25560
51,0,0,757379,223914,9633,25107,57862,345116,528030,28729
80,0,0,612630,102764,40027,62046,76449,157970,269822,64210
51,0,0,2128009,388271,81975,66075,28311,824370,1085660,152057
51,0,0,516684,253994,41210,31083,16505,144573,271103,41059
51,0,0,949886,182330,61805,65627,73770,107461,257847,82501
51,0,0,742335,83069,20003,29206,36896,213667,279324,78686
51,0,0,673414,133656,19019,23940,9870,210470,294096,36978
51,0,0,565917,80078,14013,14285,32993,112983,131686,27437
80,0,0,304775,190125,10476,36251,100487,274512,482125,56475
51,0,0,401220,108479,5650,36973,34929,311110,219710,31248
51,0,0,1284668,594809,53514,42531,43547,330816,569109,27981
51,0,0,366146,571070,67195,47869,53258,358538,712669,43389
80,0,0,295293,143837,11859,22568,40621,408513,257694,37809
51,0,0,739798,187659,27881,17318,38775,332540,657212,52473
51,0,0,933152,135878,79201,73932,11588,155931,310419,41910
51,0,0,633648,150121,62061,45564,51422,520959,232709,68683
80,0,0,48868,126814,10915,21650,24133,106079,37464,13131
51,0,0,372665,146531,59297,30967,77663,297505,380002,94898
51,0,0,570592,98072,13387,35668,23642,181850,358307,54784
51,0,0,389595,294536,52741,11743,39950,232281,365324,57577
80,0,0,1075808,84412,3866,23063,22890,221693,208971,42202
51,0,0,3594148,1205960,141855,136842,316389,1285793,1977356,365355
51,0,0,435954,130633,16580,15359,14557,188096,365128,33592
80,0,0,138276,364964,62190,102071,64936,338694,338878,140858
80,0,0,816427,242661,31287,8463,56873,319104,215138,63209
51,0,0,297659,394072,52253,38168,35815,160301,297104,50945
51,0,0,766162,75053,23907,22919,36879,411735,228793,31649
51,0,0,26685,133632,12024,19539,9579,101635,48955,22112
80,0,0,1220248,204273,24645,23052,45060,189874,156476,55190
51,0,0,472163,160847,25472,47992,14593,234379,198231,89614
51,0,0,445970,182241,53413,24865,24268,230707,453678,106965
51,0,0,340837,95400,42187,16030,23358,346916,710983,64860
80,0,0,558291,107371,41358,25603,78916,322827,417420,48461
51,0,0,857047,392442,40412,9790,19168,236315,204610,104805
51,0,0,2208520,1197584,269109,71798,147058,1476638,1759541,169658
51,0,0,1111604,193553,36132,27885,32641,148571,244334,133388
80,0,0,76416,54728,8462,1802,8510,114602,28943,13718
51,0,0,275839,296632,25255,54609,80935,153625,252574,130444
51,0,0,1049430,244603,15756,56670,97894,130428,199282,49872
51,0,0,44174,27458,16645,10187,14884,169531,37198,23960
80,0,0,885433,118376,42125,55079,98781,219459,281479,114764
51,0,0,99845,117662,31216,25588,11573,106511,30379,17451
51,0,0,587294,176782,31006,21877,16149,162114,231926,87193
80,0,0,1358422,160948,98350,50575,39292,202551,279753,90221
51,0,0,560366,121171,31106,48713,33744,128128,207383,20213
51,0,0,613871,221302,16030,53228,51517,277328,341380,58979
51,0,0,1483174,97079,72157,39441,48866,233581,301761,104416
51,0,0,1144129,109121,49964,44179,37004,223771,169607,66577
51,0,0,875938,238057,3929,59501,32236,284094,243636,54079
51,0,0,913778,149185,19446,20845,52794,176729,184375,47657
80,0,0,249554,203450,31006,39504,16180,434931,206308,51635
51,0,0,695723,128537,41522,49458,26750,138464,170764,60910
51,0,0,1534059,112195,24411,36873,35049,127203,162243,144725
80,0,0,62833,79813,15853,16528,7600,66667,52176,25878
51,0,0,1141976,95101,30525,20054,36672,123907,274459,57262
51,0,0,531543,156474,14572,74807,24915,147613,204737,63989
51,0,0,870178,113080,53462,61059,62914,313486,219593,58647
80,0,0,163696,429608,45038,70647,29550,242518,190717,116783
51,0,0,719472,114688,45469,15329,22512,162219,193075,42573
51,0,0,425188,145968,54335,21629,83157,210241,591406,70690
51,0,0,369597,252663,57366,20665,97760,319354,284993,125618
51,0,0,616385,187646,34382,36450,40640,244879,212334,35755
51,0,0,1160989,152756,32181,47258,37970,126173,122706,51625
51,0,0,875874,98874,32387,22217,35405,376736,156104,81096
80,0,0,1360051,119084,76019,52450,75630,240373,305152,62151
51,0,0,634693,242039,41834,35770,42983,237585,312777,52490
51,0,0,294297,437819,35919,40579,44313,170810,217161,43689
51,0,0,778076,347229,34404,12923,52136,266850,383918,24996
80,0,0,27525,101631,6484,15207,8619,167596,54527,25181
51,0,0,432600,224107,36964,31434,48957,216591,305310,103904
51,0,0,473230,182107,15011,11515,34923,186947,285547,58888
51,0,0,511025,112583,15840,7048,20160,340656,472534,48448
80,0,0,1404703,113233,70457,11647,27831,196332,186771,132227
51,0,0,323991,348227,21949,28525,50515,174779,376158,88345
51,0,0,297143,35895,5148,10716,26571,258647,261698,41883
80,0,0,864727,179840,34400,47433,42581,199898,202583,68265
51,0,0,631885,64855,36506,37891,66183,206110,176916,72210
51,0,0,644941,617466,51000,31308,37841,260375,245654,26095
51,0,0,900666,297745,27093,100762,68166,123244,309040,55987
80,0,0,112962,25427,21881,16549,5629,80078,75373,7762
51,0,0,535469,126282,22432,27531,22339,161853,264912,30603
51,0,0,929467,337964,38097,87781,61192,382187,202889,49922
80,0,0,976911,213685,14250,34003,12918,157853,241148,95638
51,0,0,683193,96532,27936,42611,27467,147599,264809,63277
51,0,0,454065,261665,43760,36998,34712,360744,216371,30132
51,0,0,1382769,281356,28322,46895,83126,190183,167269,56058
26,0,0,311634,545766,90846,70822,138013,399716,161383,105207
29,0,0,93495,39341,25946,17872,17436,30279,27473,3927
0,0,0,581654,543048,38187,205063,114917,278902,52554,6733
26,0,0,1979038,520060,36923,101136,102316,270641,104152,14546
26,0,0,254415,7910,1354,1173,3811,9373,5089,6262
55,0,0,1511704,224377,29947,148511,21521,271815,91718,6526
55,0,0,803505,39281,22803,15974,12736,159922,13232,3852
26,0,0,1576807,60773,54776,11820,66951,128967,25038,53303
26,0,0,1015150,284236,71389,34913,33255,38726,26488,20365
26,0,0,1758394,56564,7614,7878,26554,155116,33694,33564
55,0,0,648808,19835,24927,11884,13563,20803,5025,3750
26,0,0,241393,250148,115631,56890,16993,399730,24105,7927
26,0,0,117549,44328,20809,23209,11475,28949,23033,6743
26,0,0,1638971,145078,29824,50814,70275,60360,53647,39568
55,0,0,121071,150697,1776,28031,12039,21360,32045,6082
26,0,0,612855,525506,90145,84662,24773,299592,51341,30759
26,0,0,411737,164118,26969,30469,34095,206469,83544,23405
26,0,0,349977,124946,34594,24377,16114,167907,186845,22234
51,0,0,593123,314495,63923,95439,20910,63271,33896,44792
55,0,0,84072,297841,90396,16183,70368,103176,69789,66991
26,0,0,466982,102304,108117,76850,70244,342395,65052,51151
26,0,0,384589,151784,84448,116767,94103,256142,280802,192243
51,0,0,48571,37021,8048,9047,19725,21158,21602,27064
55,0,0,774146,300884,210362,127739,108859,227379,124969,78002
26,0,0,39280,13788,34648,32901,15681,36916,29259,18794
26,0,0,162289,215875,391403,207129,181091,175499,84570,46246
26,0,0,468455,22369,12644,51252,18177,52676,22597,35242
55,0,0,177614,46890,21496,24344,15780,24550,13015,7907
26,0,0,14567,32444,2069,4571,6923,5963,1856,2469
26,0,0,1791799,307300,20669,63539,91876,209720,124676,141763
26,0,0,619321,134363,14122,7594,10243,25306,15670,16040
26,0,0,559739,64054,42931,14392,11019,16020,16831,20792
55,0,0,26480,44086,6693,7959,4006,8455,1066,2652
26,0,0,237720,14364,34233,68730,33830,17336,18726,13165
26,0,0,22556,17418,20615,15232,31130,20839,10469,12192
51,0,0,673838,18700,4111,15020,26908,38997,13773,14291
51,0,0,95489,83851,12111,3626,22447,48776,14941,8420
26,0,0,15789,23769,12272,2619,9782,6940,5066,1658
26,0,0,1312069,409960,90472,136055,23984,77594,79419,72761
26,0,0,402808,168341,12023,16131,29642,23168,38581,22723
26,0,0,1996162,273873,183216,168009,39242,132358,61553,48356
55,0,0,272796,88974,34430,20072,37298,36673,11787,12048
26,0,0,97519,124742,8799,35916,8659,21721,38871,25474
26,0,0,175311,69987,6166,24976,19031,17794,9668,18436
26,0,0,751766,415114,53377,55199,122533,97238,64116,35384
55,0,0,854007,16346,8278,26547,9325,22809,27721,16396
26,0,0,1206213,666543,77842,95172,111805,94544,118106,59728
26,0,0,366980,105969,9011,29705,12798,23460,13247,15724
26,0,0,562158,674481,64868,165376,88478,211596,85383,81971
26,0,0,1893471,365883,23586,82058,58256,103661,219548,51340
26,0,0,195935,82784,16639,27212,65699,41582,8540,12659
26,0,0,555634,19026,11657,4754,21683,56765,20013,9580
26,0,0,765026,259383,66879,102599,121065,136267,34072,36556
26,0,0,194254,22117,67661,26878,22579,17159,22095,8576
25,0,0,606614,122411,23658,44179,43254,11801,3834,1355
29,0,0,1262664,625020,143179,150784,110143,104367,77613,10901
0,0,0,55183,21281,11538,3973,3223,10973,7951,775
26,0,0,691333,176466,38024,52522,88340,169128,111231,80521
26,0,0,443098,419332,144298,71499,159230,147451,140859,67253
55,0,0,1181595,159549,23864,20297,67237,834051,422167,52958
26,0,0,1213388,628923,197239,237667,250914,843728,1059780,413971
26,0,0,579754,144547,124900,49956,27969,318380,261444,200047
51,0,0,920292,12603,21010,6159,13526,90777,24122,16136
80,0,0,237518,372047,33438,395017,66914,116606,127204,113207
51,0,0,171252,21706,3486,10250,9309,54351,28887,7851
51,0,0,2582838,158460,95783,45093,39913,426713,232486,105804
51,0,0,1411381,204088,40507,72802,62868,158215,90650,51628
80,0,0,23972,75061,3183,7280,8816,289300,37465,22051
80,0,0,632836,320404,68726,39021,66445,989616,163285,95449
51,0,0,37840,50269,15154,14775,29911,202804,50972,30604
51,0,0,686248,404507,36918,89699,118494,302290,253436,58855
51,0,0,175291,95701,35778,35821,25626,147152,48628,16635
80,0,0,92001,28301,3624,31353,18650,87114,78081,28369
51,0,0,252956,400702,24011,4674,14938,292688,266135,42423
51,0,0,320219,326258,17176,61862,34499,295447,248014,130656
51,0,0,349030,459283,32682,13716,39575,224472,276918,52696
80,0,0,492082,360226,17458,55819,61440,348692,440258,98600
51,0,0,1078591,146506,5788,16825,26415,245376,254819,82063
51,0,0,531802,299535,70617,15356,23223,206723,548499,64342
51,0,0,1528488,289011,66643,16719,29555,150751,71543,40399
51,0,0,551600,272718,45573,27300,13726,424497,350862,160938
80,0,0,1954143,76935,4323,59070,47540,246056,231514,79194
51,0,0,613910,154397,26333,48839,26148,192851,184489,36181
51,0,0,283924,93054,9363,29434,132671,197798,341294,81100
51,0,0,68268,21585,5702,17827,25214,60343,60184,14706
80,0,0,97311,25877,16011,7262,10591,52126,59277,36173
51,0,0,247448,331326,11508,28491,42688,426492,209373,117791
51,0,0,266607,208835,14470,125205,145595,266760,166629,74394
51,0,0,266023,54682,20595,38083,4612,52036,53607,15619
80,0,0,717169,174499,13763,31994,15784,64731,18296,15310
51,0,0,705135,150709,53419,116853,58880,233962,107521,64510
51,0,0,880001,353950,76798,11219,59616,122446,155858,73384
51,0,0,612859,293296,68182,21196,22211,158819,261748,58007
80,0,0,983292,196249,78501,156315,140967,234008,194835,120376
51,0,0,277267,117040,24740,7693,12983,45308,12028,15366
51,0,0,148959,177771,24277,34891,17128,44380,18377,16676
51,0,0,1620736,212780,13789,74653,101594,173394,140969,148954
51,0,0,1851798,647092,254101,195961,255922,628278,821548,241297
51,0,0,1450383,226486,30865,69610,36018,177716,121802,88283
51,0,0,455860,91965,6393,24509,27644,50379,9300,12927
51,0,0,1487001,109389,222145,59721,145010,181972,96176,120155
51,0,0,1373018,147835,63472,264248,158534,219060,177091,54090
80,0,0,1288478,265689,54211,59960,114049,160784,173252,98491
51,0,0,1658697,1007394,45972,147358,205015,93449,76615,48973
51,0,0,1055575,417950,10741,223822,54199,322621,257216,82836
51,0,0,434920,181693,110134,248855,129369,202795,220933,161890
80,0,0,533757,174319,103623,219078,141263,191664,128580,153664
51,0,0,253140,116024,22360,9432,15068,33292,10570,12779
51,0,0,38507,54189,598,5210,4798,11757,3416,2097
51,0,0,823746,197005,86509,100076,43300,219587,212474,92179
80,0,0,1522919,538499,113722,166234,98789,110628,205380,92421
51,0,0,645837,323107,103674,87339,61965,105045,66680,19291
51,0,0,117440,64462,13931,8692,14912,21067,19087,13247
51,0,0,1387077,258133,264176,127214,132069,1081293,571019,334335
80,0,0,674992,36184,30176,12730,38429,120917,34527,20923
26,0,0,1588528,463075,53581,63373,409089,142444,86655,128644
51,0,0,143320,116023,3707,8463,24375,49892,26645,19153
51,0,0,200838,10188,29997,54577,16481,41916,69047,19788
80,0,0,27658,8873,4181,2226,4459,15546,9372,3232
51,0,0,479005,97015,5652,13789,38584,90309,17716,10381
51,0,0,594531,62611,4773,15659,13192,37769,51521,28469
51,0,0,148640,22276,16618,11185,25910,75912,89389,28120
51,0,0,348938,281089,27623,23095,18041,424611,444121,97633
80,0,0,237011,159054,108591,82054,89128,199908,233860,69709
51,0,0,772146,231835,64768,95954,49934,87693,94954,62737
51,0,0,308200,32051,21089,11726,18957,47372,56282,17830
51,0,0,349972,62110,11864,30121,28443,65573,40605,17214
80,0,0,83020,28007,40602,9401,24329,100274,40473,15658
51,0,0,264061,508100,51812,49237,50303,61872,149199,24091
51,0,0,200909,165600,14251,7547,9345,15157,21579,41236
26,0,0,911304,204525,134121,123116,42616,91582,22066,27849
26,0,0,331859,37833,6887,4480,18852,15815,7013,11811
26,0,0,290669,35936,13235,26841,46835,14703,22817,15631
26,0,0,1443753,157527,47572,88787,17472,56507,51732,64638
26,0,0,1115478,258725,63677,14935,160929,93900,28514,30555
26,0,0,203066,33740,10121,36312,14322,37603,8419,9112
26,0,0,490058,441738,64427,140935,34653,45960,45299,39596
26,0,0,538012,267960,115366,140218,73459,107892,64942,18938
26,0,0,726059,465893,30835,16203,46083,40970,88187,35006
26,0,0,1060902,183440,258790,151057,56359,101286,42463,76353
26,0,0,80386,75932,34686,16237,9293,31180,10713,14429
26,0,0,559050,43136,6841,787,23349,9063,17810,9462
26,0,0,98806,53267,54244,27602,6578,24435,30265,9738
26,0,0,1227913,212334,483357,55403,67025,64232,81983,94761
51,0,0,1719916,158960,178366,31931,119910,72965,104468,43548
26,0,0,945710,20159,3199,12424,23820,25597,19925,13042
26,0,0,29358,93670,10534,25847,8423,23491,14147,15631
26,0,0,142876,42417,10046,21393,41742,25093,13604,10884
26,0,0,1883352,180430,64149,58802,80714,57736,68162,28488
26,0,0,79243,89760,21502,71605,14402,21948,14105,24502
26,0,0,1112327,464101,74074,6458,47802,97202,22930,59734
26,0,0,608529,43227,8010,7516,15353,7528,4166,2275
29,0,0,626934,199534,119759,67253,38958,95561,87530,2214
80,0,0,348220,39815,39246,59579,32939,270372,110455,27023
51,0,0,148450,23449,13226,26423,13596,71786,52152,21702
51,0,0,672004,232669,127556,94066,131102,181165,102064,67183
80,0,0,23915,111573,9760,11945,15335,48282,23888,10991
80,0,0,309812,49302,24348,7644,14838,120818,69015,25849
51,0,0,158747,133060,26960,14925,7829,133852,56989,16392
51,0,0,75750,164668,8715,19851,20346,50620,53776,26291
80,0,0,133874,199244,77949,52085,40397,522023,239107,29152
80,0,0,856222,201068,176568,47941,36537,445038,267899,32865
51,0,0,130881,87857,4985,12967,5825,55275,77555,23023
51,0,0,184190,349502,26909,52032,33786,110870,222064,111391
51,0,0,79703,44518,7182,9133,4869,114658,33803,7254
80,0,0,1117650,214546,40903,31605,38795,180973,184655,57765
80,0,0,767550,140018,48270,214999,10826,184592,207210,175215
51,0,0,175200,21903,16112,24954,21080,79946,70015,19729
51,0,0,1819463,1056054,909882,259705,456066,920047,349612,84322
80,0,0,421663,485360,89199,90592,108055,173805,220352,66513
80,0,0,1471905,78703,22536,27475,37083,242050,273123,67166
51,0,0,81011,76193,3561,10517,6886,138589,58994,18935
51,0,0,167188,72512,4382,6548,14175,49613,103695,27018
80,0,0,1371223,160680,78560,76020,46091,153171,193837,43271
80,0,0,827498,26355,2175,17905,8801,29760,44289,19394
51,0,0,119743,19489,11982,10916,10692,119801,59945,26635
51,0,0,140103,24845,18444,8190,15392,98136,46752,11569
51,0,0,451726,316876,79818,25249,93508,124138,212857,55140
80,0,0,1088661,1803529,930045,81742,345986,564953,530090,145610
51,0,0,261666,149665,76538,114299,27634,118217,259499,114898
51,0,0,817068,445264,74262,95747,53762,71769,217535,95774
51,0,0,766822,174691,41105,88568,20643,215792,127825,78699
80,0,0,836042,668768,140542,227260,97586,229462,62335,62790
80,0,0,949675,61939,20746,52862,84165,186786,413346,57566
51,0,0,84027,23074,11153,5353,11263,200783,42219,20699
51,0,0,2136162,368707,112064,177652,66306,91386,106947,40921
80,0,0,978352,709654,48893,101733,68612,147580,74954,63595
80,0,0,919212,510322,91884,84373,34230,259365,262988,77998
51,0,0,356189,478053,79700,76206,49913,136653,338785,163389
51,0,0,419952,118706,39017,33433,30993,32570,21507,10663
51,0,0,1092365,162245,113732,48843,25240,174742,171612,36804
80,0,0,328496,668726,39399,25493,18007,130029,286481,51021
51,0,0,509464,1257650,111451,215805,145772,571821,891642,815510
51,0,0,165025,63781,18233,5918,6502,57202,52653,37952
51,0,0,244464,343759,95025,29040,44237,296686,169158,53078
80,0,0,954374,731580,155442,192481,94123,185032,136913,21124
80,0,0,1008533,131910,18715,97143,27801,135202,312228,139034
51,0,0,253798,82989,4364,17080,9412,81439,62734,26741
51,0,0,127171,31713,14385,11132,12041,105962,47909,23198
80,0,0,1726141,781497,102252,25033,124930,131193,57718,163951
80,0,0,811561,93115,51484,66032,30967,151768,156726,203011
51,0,0,186893,44228,25500,53790,12811,113391,53628,25840
51,0,0,73775,51265,6293,11169,5443,200471,46104,16347
80,0,0,1649208,486563,66426,76884,68822,80334,68508,51109
80,0,0,1226860,121024,59359,61423,24374,136772,251292,123838
51,0,0,73356,39975,8205,17088,11910,187681,37001,20372
51,0,0,2335971,266427,64920,277025,58877,98249,66033,47680
80,0,0,318455,144055,11118,29898,27284,47119,17893,12421
80,0,0,1272580,98474,5016,90402,15436,332212,341113,135513
51,0,0,533182,127662,11491,68139,52546,363304,408507,91781
51,0,0,849897,113400,15383,32187,17237,39525,23527,19343
80,0,0,416191,502823,66595,16628,90871,151300,92482,249492
80,0,0,1183106,57413,10995,113331,55327,332433,316658,98343
51,0,0,136585,48946,1509,23168,14484,124829,52630,15510
51,0,0,1266195,345491,227733,25700,193663,106260,58535,58319
26,0,0,715411,131550,99009,60238,61015,115167,58736,39183
26,0,0,616292,78592,36642,76046,117827,243966,204409,62348
26,0,0,930868,109199,133710,108321,94582,201708,123760,76828
26,0,0,686954,250849,51778,217848,47201,79394,69176,63961
26,0,0,876020,182565,122121,266706,66249,74994,113560,34320
26,0,0,108299,49768,24826,34711,44344,37676,45326,26433
26,0,0,698901,271740,66304,93490,78224,122982,244339,56723
26,0,0,1151195,184810,85761,87401,98584,117170,76119,102759
26,0,0,1594683,243800,65384,48642,72738,88537,105913,82938
26,0,0,264490,42721,15908,13604,9284,28352,29779,9152
26,0,0,699624,461455,106758,235993,182406,378119,135007,70023
26,0,0,633281,316715,93117,120457,117776,57166,65125,79094
26,0,0,615267,369806,8832,194825,88814,168227,96877,58348
26,0,0,1968064,104492,28950,112171,104354,204924,237410,58533
26,0,0,847156,294014,27730,20428,61360,139552,159225,85840
26,0,0,174862,76580,92300,22556,20648,24410,49892,25638
26,0,0,648307,318989,19831,55294,117477,99477,99073,131601
26,0,0,1343681,379544,74484,107179,111294,109313,62685,57178
26,0,0,1592327,833543,1131275,962070,189404,598421,494257,482075
26,0,0,2912045,487124,132496,176726,197690,721074,586122,351933
26,0,0,964000,394126,184043,136392,56690,166571,158000,67711
26,0,0,569783,41592,23718,5087,11175,23502,22905,9655
26,0,0,444250,98154,266719,91303,57671,176846,113604,68459
26,0,0,1260290,447936,197542,162177,116138,110559,43835,50545
26,0,0,863410,159328,460737,90103,41387,176879,70884,51497
26,0,0,914448,392572,106285,17639,101831,352331,251169,94055
26,0,0,48150,32779,42842,25799,39482,34540,98881,29172
26,0,0,149594,39693,23158,17482,21280,70477,62326,11994
26,0,0,432744,85893,48887,136149,124088,185262,113220,67362
26,0,0,1867202,392172,122813,133799,71298,168830,86001,103677
26,0,0,1332323,76937,59203,80351,81566,198888,155051,92759
26,0,0,818582,47936,38872,23973,20097,23005,46747,6614
26,0,0,845482,366946,60466,166609,200122,91747,56338,51450
26,0,0,525224,607705,216270,14468,82533,155255,112551,60538
26,0,0,1368382,63244,206499,159244,48582,208273,47507,63451
26,0,0,625184,261375,103189,186406,142283,135432,171006,68696
26,0,0,1248715,305811,44242,86025,61163,167444,98063,44669
26,0,0,148231,46011,5008,9235,31143,37956,32133,15934
26,0,0,328530,48324,8331,74660,46045,55106,20561,19663
26,0,0,128903,95261,17541,43021,23055,24426,14622,26936
26,0,0,1078967,25866,46966,37747,94596,39643,8830,19861
26,0,0,578368,650247,137334,321282,392408,239973,45103,74871
26,0,0,232714,109106,30119,18717,25963,23119,20620,21788
26,0,0,1278699,553407,299187,119320,102122,116217,41961,118260
26,0,0,1220078,451815,14601,32744,103001,179170,142161,22083
26,0,0,182291,281327,92629,75538,130410,138110,102134,99205
51,0,0,1613745,129734,24189,34289,44606,33775,14966,35069
26,0,0,85404,110701,23788,10127,3772,55787,42281,22001
51,0,0,377121,24180,2101,7253,4750,13762,26190,3365
26,0,0,423589,194229,86334,77004,105964,287296,244468,93734
26,0,0,549651,1750812,420428,1217856,322414,403144,191700,550914
26,0,0,662272,425636,56810,79290,92318,92359,78281,50653
26,0,0,1615258,232753,31655,76555,21848,109037,69216,22082
26,0,0,194537,36951,32147,11100,29309,35274,10315,13889
26,0,0,163564,143507,15389,50571,13525,10502,15947,25695
26,0,0,1758359,20083,16913,57943,45192,99904,41564,49773
26,0,0,357642,171984,141079,215410,75788,93348,150368,141292
26,0,0,300427,26765,24641,25164,21935,32071,37848,32773
26,0,0,77922,95449,12250,22107,9471,40601,17465,13189
26,0,0,60424,49412,18848,44218,22572,30587,15816,23049
26,0,0,335434,67670,25498,33511,23297,36239,37954,19809
26,0,0,1201692,36693,51993,17822,24719,25800,16081,16015
26,0,0,103366,141484,14827,4505,18250,20698,20646,10755
26,0,0,170067,57534,73379,7024,11526,18173,8351,14445
26,0,0,1347873,488780,99954,63402,83405,198789,78062,37655
26,0,0,9687,11103,7812,9241,2182,11409,3463,8676
26,0,0,137845,83548,13533,31127,27901,49247,10389,11200
26,0,0,77988,54136,91942,24552,25155,27298,28655,6435
26,0,0,129246,65118,2648,10857,17221,13474,21909,10770
26,0,0,1115083,36894,18403,11631,43511,17298,17289,6441
26,0,0,2204496,204139,95070,62396,127548,46198,28420,24991
26,0,0,1480098,97525,201861,170319,94773,87912,93291,50068
26,0,0,612454,63544,3391,19532,23979,24543,26560,21002
26,0,0,847158,94497,24171,108933,53257,25922,13358,18279
26,0,0,11043,35917,16253,16470,18168,12704,17997,16215
26,0,0,690729,68804,35835,93209,26993,33606,15115,8812
26,0,0,574970,84724,258717,360669,167190,74576,117568,91296
26,0,0,318962,104024,27555,25788,26792,42194,15652,15386
26,0,0,144373,69870,19519,23231,18650,19481,23260,10963
26,0,0,1833676,449470,15968,161367,101193,88327,158898,27504
26,0,0,1997089,299522,6940,72248,65984,87748,70680,32038
26,0,0,295148,140200,25185,16914,38002,10815,15743,16708
26,0,0,162986,67190,5833,13412,23924,27490,28511,14508
26,0,0,242034,122142,7112,41285,13201,24634,24594,16105
26,0,0,692734,31607,24028,17113,53735,43748,17014,17070
26,0,0,716137,175042,74546,17982,37570,141235,89897,42681
26,0,0,686044,69305,11428,2715,11029,24693,7002,11719
26,0,0,91410,21185,43078,32613,12626,14666,23538,11319
26,0,0,400287,61412,11153,17888,23536,29318,15438,8748
26,0,0,1405552,315609,74609,69262,96954,97095,72253,30423
26,0,0,856091,39202,9961,27106,16292,23457,8661,11779
26,0,0,1224354,171111,32465,48470,225762,110171,106339,103740
26,0,0,263600,59252,11034,11248,8742,26368,36288,35678
26,0,0,757806,443820,284899,81140,26540,149514,122928,260190
26,0,0,150629,41400,28635,39645,33449,28830,12622,6689
26,0,0,212788,499582,26243,227064,75233,106475,107158,37625
26,0,0,257934,68694,6014,4540,25153,13939,30731,6870
26,0,0,133110,86397,47517,7791,30720,18955,14689,17912
26,0,0,140618,56960,13861,35587,10190,13346,17989,4438
26,0,0,150220,61467,17130,20595,17304,20001,41209,4393
26,0,0,3324757,203483,190230,79054,200309,130974,126071,37152
26,0,0,293489,259891,24510,88376,139362,151766,56802,60640
26,0,0,625916,36869,9391,17228,48455,47064,21158,14859
26,0,0,90518,73127,15893,16208,45491,20335,20450,9358
26,0,0,414220,81756,2983,8879,19636,14691,15781,14708
26,0,0,110388,81181,30642,32530,10257,20959,14650,11790
26,0,0,418516,58570,2488,27909,32021,18076,29688,16155
26,0,0,857648,191478,10811,82660,42154,87454,56682,87156
26,0,0,297902,27047,20766,28969,29477,10478,11545,16737
26,0,0,656993,41414,11653,36536,33464,26942,11080,5724
26,0,0,647872,35165,31967,21579,28012,25687,26824,10595
26,0,0,547904,868432,39313,50861,124682,52362,116413,52309
26,0,0,674632,43195,7522,33076,16233,32828,22757,16169
26,0,0,187841,78162,8066,17219,25492,11746,11743,9019
26,0,0,1561268,117432,12076,118770,126344,71076,188025,56197
26,0,0,521671,107969,44545,20073,12272,32019,9126,20226
26,0,0,275767,30093,48537,15987,4143,11307,29559,19239
26,0,0,1374790,146693,33015,61832,113092,72527,97988,98670
26,0,0,450440,40003,41691,14663,25342,35264,35188,15151
26,0,0,226736,78078,30744,14977,19917,32466,12610,12286
26,0,0,922206,291243,118755,94101,64975,100872,77402,30850
26,0,0,84991,205491,38443,32945,26012,23149,10970,25849
26,0,0,543105,95934,77963,152359,77023,98342,45717,70787
26,0,0,1535085,382379,45039,35768,96515,103792,47888,45089
26,0,0,276532,181041,35089,6557,21762,25190,10176,9032
26,0,0,392633,77401,15133,39505,21973,17894,18131,15588
26,0,0,109140,51414,15709,39415,30636,18133,18656,15227
26,0,0,271072,166675,10013,7124,15986,28911,19349,12136
26,0,0,605623,57011,26330,16794,32513,19613,21355,19198
26,0,0,2009049,268667,59597,17782,83747,134436,79235,42171
26,0,0,379819,84747,9184,34708,28165,15502,19546,23491
26,0,0,2072931,268602,63304,164750,54349,54017,61794,33215
26,0,0,154237,68576,20945,27129,22314,10200,7297,13772
26,0,0,302885,73210,38324,21056,25261,9363,19683,14918
26,0,0,1330310,268763,25357,36117,166737,48288,97816,115423
26,0,0,282239,61478,15173,17417,14859,11764,16401,6625
26,0,0,270387,97582,3651,4573,34432,15929,17413,7993
26,0,0,1505812,96039,61309,138657,43107,52668,155405,57035
26,0,0,1845641,468055,30303,71511,21005,88779,111831,60722
26,0,0,1294473,740522,27589,79103,53669,58207,64661,28906
26,0,0,232068,68546,29102,10769,47962,22311,12808,13930
26,0,0,2310566,181444,118293,44985,145138,119679,30755,44133
26,0,0,203826,29435,9637,31455,19786,31462,12372,7914
26,0,0,944497,326308,90065,30196,77950,61950,66206,54735
